1.921148449182510376e-01,-4.577399730682373047e+00,1.432379484176635742e+00
-1.396065950393676758e+00,-2.524639606475830078e+00,-1.877448081970214844e+00
6.530128121376037598e-01,-3.285899162292480469e+00,1.381064772605895996e+00
1.514974594116210938e+00,1.358224153518676758e+00,-1.370951890945434570e+00
-1.020349979400634766e+00,-4.920495986938476562e+00,1.456584215164184570e+00
4.895860552787780762e-01,-4.151052951812744141e+00,7.093632221221923828e-01
-9.615035355091094971e-02,-2.279804229736328125e+00,6.982175707817077637e-01
4.271139502525329590e-01,-2.199424028396606445e+00,8.048954606056213379e-02
1.685285568237304688e-02,-3.129995346069335938e+00,1.711965560913085938e+00
-1.484736680984497070e+00,-2.048620939254760742e+00,-2.046452522277832031e+00
2.835963726043701172e+00,-2.772040843963623047e+00,1.180667877197265625e-01
4.967730939388275146e-01,-1.225094556808471680e+00,-1.669375300407409668e-01
2.198904752731323242e-01,-9.958622455596923828e-01,-8.849905133247375488e-01
-1.066187024116516113e-01,-1.022709965705871582e+00,-5.960345268249511719e-03
-3.770009875297546387e-01,-8.118884563446044922e-01,1.122015118598937988e-01
-7.726123929023742676e-02,-4.011679649353027344e+00,-2.166910648345947266e+00
2.176856994628906250e+00,-1.526896953582763672e+00,6.272618174552917480e-01
-1.972212344408035278e-01,-2.520562171936035156e+00,1.303886532783508301e+00
9.715344905853271484e-01,-4.044157505035400391e+00,1.688284873962402344e-01
1.358674287796020508e+00,-1.731650352478027344e+00,5.600774288177490234e-01
1.312004804611206055e+00,7.663476467132568359e-01,-1.031404018402099609e+00
2.828610181808471680e+00,-1.003485083580017090e+00,-1.362433075904846191e+00
9.992821216583251953e-01,-1.181952953338623047e+00,1.162268161773681641e+00
2.490579366683959961e+00,-2.620435714721679688e+00,-6.651964783668518066e-01
-8.054613471031188965e-01,-3.665511369705200195e+00,-6.286868453025817871e-01
6.357110738754272461e-01,-3.677935123443603516e+00,1.660986900329589844e+00
1.208638310432434082e+00,-2.884677171707153320e+00,9.341934323310852051e-01
-3.629441559314727783e-01,4.686754941940307617e-02,-2.680894374847412109e+00
1.628249049186706543e+00,1.147540211677551270e-01,6.277929544448852539e-01
-1.859197020530700684e-02,-2.657616138458251953e+00,1.589430451393127441e+00
1.779922991991043091e-01,-1.268270492553710938e+00,3.959757089614868164e-01
8.509929776191711426e-01,-2.613617181777954102e-01,-3.967074751853942871e-01
-2.494456022977828979e-01,-1.593637585639953613e+00,1.243879914283752441e+00
1.965757608413696289e+00,-5.743874073028564453e+00,7.199368476867675781e-01
-1.219990730285644531e+00,-3.340344429016113281e+00,1.737878918647766113e+00
2.826514959335327148e+00,2.063970804214477539e+00,-1.306893587112426758e+00
8.757038414478302002e-02,-4.538765430450439453e+00,1.475343465805053711e+00
-6.494009494781494141e-01,-4.108739852905273438e+00,4.939994215965270996e-01
-1.270205736160278320e+00,-1.469220042228698730e+00,7.051921486854553223e-01
1.754474520683288574e+00,1.569414734840393066e-01,3.636891245841979980e-01
2.589283466339111328e+00,-3.202990293502807617e-01,1.078518152236938477e+00
1.376737713813781738e+00,-1.167023658752441406e+00,-1.380834579467773438e+00
1.018053218722343445e-01,-2.830199718475341797e+00,1.363860845565795898e+00
-1.216336250305175781e+00,-8.260560989379882812e+00,3.152483701705932617e-01
2.369919419288635254e-02,-1.252508640289306641e+00,1.054830193519592285e+00
2.442545175552368164e+00,-8.057211041450500488e-01,7.020813226699829102e-02
-1.843703031539916992e+00,-3.388236999511718750e+00,1.089300870895385742e+00
1.183633089065551758e+00,5.031775832176208496e-01,-2.034410476684570312e+00
-7.256026864051818848e-01,-1.432065844535827637e+00,2.277241945266723633e-01
2.469907552003860474e-01,-3.870285272598266602e+00,1.113433122634887695e+00
8.221161365509033203e-02,4.933628439903259277e-02,-1.906094193458557129e+00
2.972842454910278320e+00,-3.124416351318359375e+00,-9.477987289428710938e-01
-1.162341684103012085e-01,-1.459298253059387207e+00,3.186803460121154785e-01
3.933814465999603271e-01,-2.843443155288696289e+00,1.218919873237609863e+00
-1.617899417877197266e+00,-4.203462123870849609e+00,-3.884297609329223633e-02
1.797393321990966797e+00,-2.389395236968994141e+00,8.843053579330444336e-01
2.300930738449096680e+00,-9.347658157348632812e-01,-1.723753452301025391e+00
2.185674011707305908e-01,-3.407686471939086914e+00,1.596135020256042480e+00
1.560965538024902344e+00,-4.634464263916015625e+00,1.274708151817321777e+00
-8.963018655776977539e-03,-3.445136308670043945e+00,1.683938980102539062e+00
-2.567955255508422852e-01,-5.734911918640136719e+00,1.794404506683349609e+00
2.321681499481201172e+00,8.495754003524780273e-01,-6.003935337066650391e-01
3.960374891757965088e-01,-2.595780849456787109e+00,1.399436116218566895e+00
-1.441148966550827026e-01,-9.903924167156219482e-02,-1.172331452369689941e+00
2.402949810028076172e+00,2.870503664016723633e-01,-5.148291587829589844e-02
2.365397691726684570e+00,-5.090731382369995117e-01,-4.981761276721954346e-01
1.119331002235412598e+00,-1.405538082122802734e+00,2.413785457611083984e-01
3.268978297710418701e-01,-2.354250669479370117e+00,1.456990242004394531e+00
7.780515551567077637e-01,-2.913991212844848633e+00,1.250341892242431641e+00
-6.509254872798919678e-02,-1.432963132858276367e+00,1.315786361694335938e+00
2.064074039459228516e+00,-4.069745063781738281e+00,8.385289907455444336e-01
-5.188977718353271484e-01,-2.206105232238769531e+00,1.512002110481262207e+00
1.213957071304321289e+00,-3.571190118789672852e+00,1.056571483612060547e+00
6.117479801177978516e-01,-1.489336371421813965e+00,6.737850904464721680e-01
3.426761925220489502e-02,-3.701592683792114258e+00,9.238735437393188477e-01
-6.387466192245483398e-01,-4.720042943954467773e-01,-2.087247371673583984e+00
-2.098791122436523438e+00,-4.507954597473144531e+00,1.846575260162353516e+00
3.757751464843750000e+00,2.031533241271972656e+00,-1.048346042633056641e+00
1.283669590950012207e+00,-1.678067207336425781e+00,1.341840982437133789e+00
-2.540874779224395752e-01,-1.294385313987731934e+00,1.085118055343627930e+00
7.221946120262145996e-02,-1.980899691581726074e+00,1.545562267303466797e+00
1.301142573356628418e-01,-1.851135849952697754e+00,1.339241743087768555e+00
1.743413329124450684e+00,-1.950855374336242676e+00,8.942029476165771484e-01
1.026984333992004395e+00,8.190476894378662109e-01,-6.121799945831298828e-01
5.717050433158874512e-01,-7.934327721595764160e-01,4.470360875129699707e-01
5.444197058677673340e-01,-3.519742250442504883e+00,6.137769222259521484e-01
3.046208024024963379e-01,-3.560632944107055664e+00,1.351802110671997070e+00
1.162014231085777283e-01,-2.957911729812622070e+00,1.616032361984252930e+00
2.201615095138549805e+00,1.793971657752990723e-01,-2.154753923416137695e+00
-7.214847207069396973e-01,-3.683382272720336914e+00,5.839425325393676758e-02
-1.998091697692871094e+00,-3.740312099456787109e+00,1.775781869888305664e+00
-1.433145999908447266e+00,-1.598903059959411621e+00,-5.060285925865173340e-01
2.997718751430511475e-01,-2.359853029251098633e+00,1.786571979522705078e+00
2.424618154764175415e-01,-4.792703986167907715e-01,8.858696222305297852e-01
1.843800425529479980e+00,-6.122918128967285156e+00,6.292889714241027832e-01
1.160151481628417969e+00,-1.733020067214965820e+00,1.056512594223022461e-01
3.375635445117950439e-01,-2.804693460464477539e+00,1.828123450279235840e+00
1.131463527679443359e+00,-8.987219333648681641e-01,1.033748745918273926e+00
2.158391475677490234e+00,-8.561383485794067383e-01,5.169986486434936523e-01
