"V1" "V2" "V3"
"1" 0.311539180614054 1.27144502818584 0.830599996745586
"2" 0.219065076212088 1.32219541847706 0.992265385886033
"3" 0.46450705592831 1.48570244292418 0.989880733191967
"4" 0.518412903224428 1.48605737785498 0.924001361231009
"5" 1.35534773051739 2.123890974919 0.992575458188852
"6" 0.0769227188546211 0.463990943208337 0.893349997202555
"7" 0.327655753718379 1.13864376415809 0.81930000513792
"8" 0.553329066659013 1.5974330586195 0.989562399188678
"9" 0.203948674347873 0.768340308318536 0.985612028241157
"10" 1.155692063272 2.29148744702339 0.986238595843315
"11" 0.158213723823428 0.935071795980136 0.97449248790741
"12" 0.228425367052356 1.41379342714945 0.993099567790826
"13" 0.485707158744335 1.41748863339424 0.965423649748166
"14" 0.0780680987332016 0.436741673474511 0.882677132984002
"15" 0.437981200466553 1.64540764570236 0.988056423266729
"16" 0.445875244016449 1.58830459813277 0.994538940489292
"17" 0.999260784983635 1.65838347256184 0.919466670354207
"18" 0.282608524635434 1.05556022703648 0.961417438387871
"19" 1.1277586387222 1.97133626282215 0.935224652091662
"20" 0.0559366402371476 0.542694356342157 0.734483334620794
"21" 6.47463638305664 3.75251821001371 0.922250005602837
"22" 0.216298084768156 0.931951915621757 0.992949682474136
"23" 3.66386284708977 2.77691299676895 0.942336984872818
"24" 0.459144124041001 1.80123213509719 0.985794567565123
"25" 0.138050362101446 1.13055422027906 0.766766657233238
"26" 1.94372844802837 2.34772386988004 0.923646898766359
"27" 6.49663634777069 3.70875716964404 0.923579619924227
"28" 0.34856390821437 1.39498832682768 0.992112203538418
"29" 1.55040413856506 2.10993163347244 0.906794421374798
"30" 1.79704697887103 2.80250137090683 0.98704936504364
"31" 4.1397854634126 2.90932980378469 0.9521703149875
"32" 1.25506771626572 2.22067472120126 0.969882117211819
"33" 0.406065413933247 0.773965666989485 0.74834999859333
"34" 1.52724957257509 2.38559306621552 0.984656811753909
"35" 0.690945275723934 2.03320985674858 0.959734183847904
"36" 0.560064609299103 1.69766294201215 0.987925571203232
"37" 0.0716145835040758 0.471346062421799 0.953539351622264
"38" 0.135278172343969 0.709126420617104 0.884149993062019
"39" 0.345042794297139 1.97941025455793 0.990414376159509
"40" 1.65106101910273 2.2545072811842 0.988744690716267
"41" 0.764144980534911 1.09516540467739 0.828916663924853
"42" 0.1439044252038 0.954750912189484 0.981334935327371
"43" 5.10894323190053 3.24555528322856 0.918666676481565
"44" 1.47023951120675 2.10939927776655 0.84293332417806
"45" 0.660233220458031 1.63251054704189 0.987778139511744
"46" 0.229161382690072 0.825615145266056 0.92379999756813
"47" 0.438530979057153 1.02925739665826 0.983797958989938
"48" 0.564500416616599 1.6672617606322 0.982162170608838
"49" 0.970797351350387 1.7098338397344 0.981550358235836
"50" 4.3744201807181 3.05935657580694 0.953257368206978
"51" 0.534906837965051 1.78747446715832 0.99421181033055
"52" 0.188087214780971 0.635175992846489 0.747433335781097
"53" 0.32189180744191 1.09035467684269 0.957181392908096
"54" 0.440267279247443 1.62974264303843 0.994906961917877
"55" 0.656438052505255 1.47181801736355 0.979899426400661
