1.647064805030822754e+00,2.660574674606323242e+00,9.900000095367431641e-01
9.070887416601181030e-02,1.231228709220886230e+00,7.300000190734863281e-01
1.165636658668518066e+00,2.004290342330932617e+00,9.946280121803283691e-01
2.064785547554492950e-02,3.327641487121582031e-01,8.500000238418579102e-01
1.484530687332153320e+00,2.844913959503173828e+00,9.900000095367431641e-01
1.715140342712402344e+00,2.382440805435180664e+00,9.599999785423278809e-01
5.107880234718322754e-01,1.535178542137145996e+00,9.800000190734863281e-01
4.815236926078796387e-01,1.427235603332519531e+00,9.300000071525573730e-01
6.182457208633422852e-01,1.913353443145751953e+00,9.946280121803283691e-01
5.392007529735565186e-02,1.135424494743347168e+00,7.200000286102294922e-01
1.049737811088562012e+00,1.625516295433044434e+00,9.200000166893005371e-01
2.658908367156982422e-01,1.036676883697509766e+00,9.200000166893005371e-01
1.157842651009559631e-01,8.558833599090576172e-01,8.500000238418579102e-01
2.230807691812515259e-01,1.028096675872802734e+00,9.499999880790710449e-01
1.113615855574607849e-01,9.873573184013366699e-01,9.599999785423278809e-01
3.640847504138946533e-01,1.542165040969848633e+00,6.700000166893005371e-01
6.129975914955139160e-01,1.214658737182617188e+00,9.700000286102294922e-01
5.602461695671081543e-01,1.672398805618286133e+00,9.946280121803283691e-01
2.190036773681640625e+00,2.252667903900146484e+00,9.300000071525573730e-01
6.447399258613586426e-01,1.308949470520019531e+00,9.700000286102294922e-01
4.417237266898155212e-02,4.428493380546569824e-01,8.700000047683715820e-01
3.180148303508758545e-01,7.323465943336486816e-01,7.699999809265136719e-01
3.891638517379760742e-01,1.130577325820922852e+00,9.946280121803283691e-01
9.300521016120910645e-01,1.336073160171508789e+00,8.399999737739562988e-01
1.083021759986877441e+00,1.875016808509826660e+00,8.600000143051147461e-01
1.160240530967712402e+00,2.172536849975585938e+00,9.946280121803283691e-01
9.872677326202392578e-01,1.802721619606018066e+00,9.800000190734863281e-01
9.921535849571228027e-03,5.410327911376953125e-01,6.800000071525573730e-01
1.632661670446395874e-01,7.135427594184875488e-01,9.900000095367431641e-01
5.377523899078369141e-01,1.717679023742675781e+00,9.946280121803283691e-01
2.457139939069747925e-01,1.137314558029174805e+00,9.700000286102294922e-01
1.218494698405265808e-01,7.174320220947265625e-01,9.100000262260437012e-01
2.437266707420349121e-01,1.322900891304016113e+00,9.946280121803283691e-01
4.776457786560058594e+00,3.358604431152343750e+00,9.499999880790710449e-01
4.221805930137634277e-01,2.052350997924804688e+00,9.946280121803283691e-01
1.720716990530490875e-02,2.364605665206909180e-01,8.700000047683715820e-01
2.110328435897827148e+00,2.681746482849121094e+00,9.946280121803283691e-01
1.337004542350769043e+00,2.333353042602539062e+00,9.499999880790710449e-01
1.506353169679641724e-01,1.320790410041809082e+00,9.900000095367431641e-01
1.245555281639099121e-01,6.659327149391174316e-01,9.700000286102294922e-01
2.000756263732910156e-01,8.170499205589294434e-01,9.900000095367431641e-01
1.947628110647201538e-01,7.779667973518371582e-01,7.799999713897705078e-01
9.261202812194824219e-01,1.799813270568847656e+00,9.946280121803283691e-01
6.693962574005126953e+00,4.909432888031005859e+00,9.200000166893005371e-01
2.639072537422180176e-01,1.182951092720031738e+00,9.946280121803283691e-01
2.780781388282775879e-01,9.115493297576904297e-01,9.399999976158142090e-01
6.169686913490295410e-01,2.075406074523925781e+00,9.900000095367431641e-01
3.271654993295669556e-02,4.185098707675933838e-01,7.500000000000000000e-01
1.806593686342239380e-01,1.204666733741760254e+00,9.599999785423278809e-01
1.378216624259948730e+00,2.305115461349487305e+00,9.900000095367431641e-01
2.997429296374320984e-02,5.522517561912536621e-01,7.699999809265136719e-01
