"alpha","tau","delta","convergence"
0.0431797919948928,0.00547096606190773,0.238098728700824,1
0.166247696180312,0.0530652294679012,0.0844897625815416,1
0.149274359308985,0.0127959268420823,0.153074283630086,1
0.475491591437541,0.0693724463136657,0.140615113734728,1
0.0561505769612169,0.00836815303269159,0.207359674019892,1
0.188328811379736,0.0314697592977195,0.0732237923368455,1
0.372220272180559,0.0800092807408434,0.0892123322322573,1
0.506340087028108,0.0829241856142486,0.168747046628919,1
0.0953310427278446,0.0162088194355455,0.157190302898442,1
0.14223637503603,0.0410555799718306,0.0810773347482315,1
0.373508171778799,0.0820640284026912,0.0916899533058907,1
0.193503400268248,0.0528425444573515,0.0921023427151439,1
0.0911315647431937,0.012936316756985,0.185183870666822,1
0.0720043460901063,0.0115779618859764,0.168253133141609,1
0.512528463421634,0.0579049170992325,0.183678554047182,1
0.229974717250788,0.0983799052970241,0.0598764600599227,1
0.11800577172541,0.0302026681457563,0.104666491674227,1
0.0960739562538416,0.0203546781749558,0.127378764656001,1
0.0605286266340694,0.0088506553390682,0.196590513222475,1
0.100481041951722,0.0189616808906472,0.145634303889296,1
1.39629898248231,0.181643813135985,0.282337499632161,1
0.0908874131063935,0.00868474484584534,0.192938860517246,1
0.06303609334984,0.00835236901405668,0.214678221370876,1
0.417926877674706,0.10975961773584,0.0845198636595757,1
0.0455485152904198,0.00584305547639598,0.239249567883465,1
0.443520020947293,0.0809730815226344,0.138281348158223,1
0.0885930870120111,0.012728280842468,0.181081526673068,1
0.139311668324091,0.0218287371680668,0.169366385043117,1
0.188504385079026,0.0562592479462683,0.0904179523708864,1
0.304614069840032,0.0255864131045743,0.165610428789894,1
0.226393630418437,0.0621125183408389,0.0894630910869143,1
0.16615102640393,0.0246942253064154,0.168798920125228,1
0.129747584418698,0.0197741704320013,0.0835645300163347,1
0.111367863455874,0.0189543295370418,0.142769704814938,1
0.220897526132125,0.0594571695615435,0.0956142918786527,1
0.0794273602287663,0.0102631400041787,0.190597557061081,1
0.561046320444439,0.089740172548491,0.171570322655692,1
0.1764065794378,0.027412591383644,0.152600063508493,1
0.196962985321458,0.0555917310958143,0.0654208028636865,1
0.0835118611032133,0.00746669306345433,0.255973800828303,1
0.144711222073144,0.0375703904694001,0.0927686455961148,1
0.283780948593422,0.125021354916238,0.0611494252194615,1
0.293383209987823,0.0401223324679404,0.186102327828522,1
0.276028058697675,0.0988025085459065,0.0706166684308676,1
0.119933894530169,0.0222830514242923,0.140002584461258,1
0.464418824596008,0.137661270791137,0.0842751749818775,1
1.0663061904454,0.163604444062153,0.210135300637725,1
0.111259264205826,0.0227752875351391,0.143713218494759,1
0.401923608965941,0.0754696922650088,0.129881739655017,1
0.193018515333894,0.0304616662226022,0.142987361364942,1
0.810597663015525,0.109822811428599,0.214420700161154,1
0.0943112260112002,0.021070308993091,0.12826785214301,1
1.11386272246109,0.161225531044508,0.204106210896926,1
0.310855975650526,0.0614740465040181,0.0738251847967963,1
0.289779149025955,0.039305483712326,0.137650445732168,1
0.640690086097729,0.0968027788145335,0.164895901562036,1
0.0407574853290881,0.00428084252351935,0.268749786275727,1
0.0979521789590826,0.0239402454324021,0.118703923018729,1
0.403815419705563,0.074186050546427,0.134546636290215,1
0.653111336123916,0.0865728550472274,0.176629547287076,1
0.109263501351629,0.0181712548105234,0.0955956881426485,1
0.164440298852751,0.0319504283042505,0.126129112553012,1
0.136727169689198,0.028145475924133,0.126175749663229,1
0.602465438588538,0.110175547001141,0.138305088057675,1
1.04500715359891,0.104332657071202,0.231604657737744,1
0.2916251399998,0.0735772656706404,0.0987747836381483,1
0.0861638423904808,0.0171488460172263,0.142967110895322,1
0.473517972680113,0.116381176190725,0.10523741868177,1
0.315058491096499,0.0568825921756375,0.136130285988472,1
0.0512410056516336,0.00782445146812288,0.198304023957375,1
0.0810638923673656,0.0139419384711862,0.151675542610797,1
0.123475878762271,0.0286254582563312,0.109688546297215,1
