"alpha","tau","delta","convergence"
3.591490735,0.6545918305,0.97366727475,1
5.012341725,0.32771860535,1.082596249,1
3.2701403575,0.292597596075,1.11805815025,1
1.415683075,0.162634715,1.4705401725,1
4.7172188925,0.2439647177,1.6933062875,1
1.9001265525,0.30072155,1.2424069575,1
4.2658769675,0.268787377325,1.7327855025,1
2.2290359075,0.22494515715,1.50308162825,1
4.08268735,0.23021886575,1.7113488825,1
4.1327920875,0.14651649055,0.58176452575,1
3.4395840625,0.6405698875,1.09778043975,1
4.829504945,0.241873575075,1.839812495,1
2.514787395,0.4101268185,1.2216545185,1
1.036400225,0.30853078225,0.82569998335,1
3.9164626175,0.57979054625,1.944621985,0
2.635548485,0.554340539,1.6670954875,1
4.0133806,0.12551819725,1.45497062225,1
1.06659220375,0.087106983875,1.1530966075,1
3.98195124,0.544577105825,2.2859055075,1
4.284330545,0.15437392535,0.67393601625,1
4.800030915,0.138179586575,2.124998105,1
5.0277626775,0.4591219954,1.85100204,1
3.91308866,0.271469543025,0.8963801755,1
1.358994875,0.174352865,0.519494582875,1
4.498394965,0.168607397525,1.4463960875,1
3.6714139,0.36907132945,1.7047871575,1
1.50554126,0.403860551,0.77587353625,1
1.6530287375,0.31537202075,1.1287397865,1
2.898462945,0.049221049725,2.0540712475,1
0.79682548025,0.13543183325,1.68485915825,1
2.1735592025,0.15229216965,0.6466803745,1
4.890103375,0.0698437021,1.14845020275,1
3.3754508825,0.1181966984,2.108638355,1
1.96260266,0.4319401725,1.39113208775,1
1.8501540125,0.1584335177,0.7697032185,1
3.9422040975,0.29040592,1.79939678,1
3.48029224,0.30285176705,0.680580448,1
1.5496737975,0.39972901125,0.9101938305,1
3.80499616,0.2404927994,0.56614589075,1
3.087619765,0.3600869645,1.4567754115,1
1.03191355525,0.51198156125,1.873626685,1
1.9603262325,0.55317156325,1.8956380375,1
1.11094383225,0.01302069255,1.16865270875,1
1.6077008075,0.24947021475,2.021617915,1
2.58923902,0.34392803,0.64339618925,1
2.05844393,0.22417514725,1.51259111575,1
4.160525425,0.606964708375,1.251943132,1
5.95677614,0.1482762754,1.5996714475,1
3.2813511125,0.179465487475,0.98604850475,1
3.2258109825,0.334687985475,0.594752155,1
1.731660455,0.26584930925,0.4176650227525,1
4.26751697,0.109666724225,0.56617629425,1
1.51449349,0.20646351525,1.42552194275,1
4.0441597825,0.3133573103,1.738505695,1
4.0216562525,0.31861978395,1.705264345,1
4.3749685,0.114641151475,0.4754351025,1
0.79553787875,0.174945946,0.78503128505,1
1.4861462275,0.204814561,1.677144325,1
0.9203779165,0.2933230755,2.283435805,1
2.06322024,0.33908918075,1.872375175,1
1.158122939,0.0782192284,2.3394411025,1
3.3620842675,0.55119054025,1.6130706175,1
2.7892837975,0.7013131925,1.72232211,1
1.85325992,0.43329209025,0.6262188975,1
4.23372437,0.239063763975,1.1434830275,1
3.0259368025,0.35532143455,0.65659371975,1
3.7341742475,0.730171751,1.83990313,1
3.278046455,0.216207767225,1.71600817,1
2.2502878525,0.57504511825,0.78908647925,1
4.00493184,0.11138669775,1.4756974675,1
4.6760253275,0.2610808499,1.012125751,1
5.692183455,0.457108380125,1.404201451,1
1.9382107175,0.208339171325,1.58270094525,1
2.6325780975,0.291825332675,0.96428012775,1
2.97371789,0.431643586,0.699177783,1
3.171485315,0.102593127525,0.57030461325,1
1.027993164,0.841113616,0.52286795244075,1
4.223664925,0.138174691725,0.99348305025,1
3.3298483875,0.6997879305,0.6326106965,1
1.894933305,0.5459218135,1.66310269,1
1.3042426575,0.42051411975,1.8975131775,1
3.73119735,0.0502933014,0.81843559025,1
3.00723116,0.04164814575,1.7749436175,1
5.35026052,0.155005752,2.0200932175,1
4.69870992,0.297301720175,0.574097833,1
1.0928282625,0.1172365659,0.5370421046575,1
3.326725805,0.137835604225,2.6880711925,1
1.670500845,0.25451174325,0.27516153928,1
1.263570385,0.16954497175,0.6800189938,1
0.71600765475,0.2908935935,0.115810888339925,1
3.9447329425,0.0733950291,0.70995794075,1
1.8024927225,0.0246917764,2.00271457,1
2.06175657,0.13777451635,0.46613797475,1
3.423808205,0.1647039804,2.04064272,1
3.9913364575,0.395602463125,0.72694055225,1
3.005689965,0.391368177,1.33512264275,1
4.3442509975,0.080932353725,0.84590989875,1
6.885634645,0.2292620753,2.73769008,0
3.73706131,0.314647661225,0.8739081205,1
3.3841997625,0.2556076671,0.68163179275,1
4.6479585325,0.243863656975,1.3489789985,1
1.020949244,0.135944456425,0.613342415225,1
0.9354848705,0.40180175825,1.12046273525,1
2.6603542475,0.062848710175,1.9624028375,1
3.842648615,0.5717409448,2.297088405,1
0.899689702,0.080625347825,2.268011365,1
1.651518955,0.042596043225,1.97420766,1
3.46248563,0.257832881125,1.584759375,1
2.31171262,0.298237675,1.201375508,1
3.0005576675,0.314009653175,1.36316263625,1
2.61263053,0.53922465975,0.62696153025,1
4.5410053225,0.446483562425,1.3162729805,1
2.2426659475,0.91212677775,1.162852709,1
3.037346705,0.68031034975,0.6647148335,1
4.0656654525,0.4210314697,0.5991499335,1
4.420592495,0.2523332786,1.0795848175,1
3.2417501225,0.039042984975,0.6763005165,1
2.5563957775,0.12868056235,0.6628725515,1
0.78947350325,0.5097331405,0.408464241528525,1
3.00263749,0.547781807,0.8151727035,1
3.86760486,0.58261192925,1.27065427225,1
4.5198357625,0.448139273025,1.50599925925,1
3.548201155,0.460264883,0.75826171475,1
0.94715638925,0.579089701,0.698436928925,1
1.65902261,0.2494750655,1.27616807225,1
3.3184638825,0.77669927225,1.8890256575,1
2.95199492,0.329668466075,1.6643813575,1
2.6033008125,0.465161806,0.55633841825,1
4.5748042525,0.1129614496,0.772721591,1
1.10960501025,0.39940962875,0.7203256265,1
1.1102519335,0.0399568408,1.104719675,1
1.60537362,0.3665177,1.250220258,1
5.1735016925,0.219445924075,0.76265890425,1
2.5919775475,0.35034679025,1.8623953075,1
2.8362653,0.1061010079,1.17600972825,1
1.9885797625,0.19926318875,0.982618513,1
3.8055359375,0.5641777805,0.6881882665,1
1.7537869825,0.4452682185,1.66452305,1
1.3960020125,0.118763495125,0.4403175621575,1
1.14053987375,0.2062230835,1.1402353605,1
3.7540829775,0.251935141625,1.8902249725,1
0.8339006265,0.13327294525,2.0747142625,1
1.046981691,0.33998654675,0.477877621165,1
1.5408523625,0.0175674673,1.775021235,1
1.637421785,0.290904822,1.550804603,1
4.561046885,0.38790704055,1.701991695,0
1.578602685,0.41203952075,1.78222689,1
5.7507494175,0.27150634525,1.6214933675,1
1.9909978575,0.7795545455,1.18877914325,1
2.129829215,0.158684435125,1.06034591525,1
4.382850655,0.236887976425,1.92885146,1
2.76699128,1.10230239225,0.7581153425,1
3.320499875,0.224432540775,1.21376387525,1
4.592620385,0.09470441965,0.840558976,1
3.1161145975,0.189585100425,1.55418904,1
1.63749414,0.39970868125,1.801296625,1
2.81192987,0.058476653225,0.97682019675,1
2.0904095025,0.814080434,1.951836835,1
3.320824565,0.179820003725,0.60257619125,1
3.59417718,0.44839220205,0.73257825425,1
3.3667314625,0.3918199476,1.73366112,1
1.5045759475,0.32427487175,1.6646933645,1
1.380264995,0.09479557735,1.25257378575,1
4.0359211425,0.14778707035,1.48904104775,1
2.42287239,0.46924556525,1.3100947075,1
4.3376824525,0.316666856275,1.508820258,1
1.75229066,0.3117076965,1.28840886375,1
4.36097599,0.62118525785,1.13320871025,1
4.1640120825,0.25440843625,1.5845556075,1
4.0269195875,0.728273906,0.851017012,1
4.4301794225,0.229233268275,0.625065141,1
2.0462373275,0.061805985575,1.86441184,1
5.0665721425,0.168099311925,0.622300216,1
2.203579465,0.057918390275,1.1034294785,1
3.62146203,0.11225873385,1.18035042925,1
3.47366613,1.44268582,1.507202655,1
1.77974416,0.1394309358,0.83293391675,1
3.77760419,0.116970131875,1.41398292025,1
3.40631912,0.45262204975,1.5116219625,1
1.2676018,0.21596114725,0.77718007575,1
3.2057105575,0.112623270825,0.90836935525,1
3.43447826,0.529744158175,0.500817067,1
3.35041172,0.04658506255,0.6540291395,1
2.070911975,0.51912615775,1.8959572925,1
2.2089201875,0.179098637975,0.935207965,1
1.73964145,0.066309088825,2.280319075,1
4.13460966,1.9781879775,1.3554615345,1
1.5604412325,0.0341983783,0.515040991825,1
2.2243681775,0.0562392875,1.8545923775,1
4.0487304375,0.3197309133,0.71923285375,1
2.203685375,0.246972984275,1.745452485,1
1.8997957925,0.126380623375,1.507187365,1
4.4485570975,0.08620727165,0.81755792125,1
1.5898189175,0.34422591225,1.21304852,1
0.9592609715,0.23298432125,1.0681462285,1
4.245597355,0.10425968565,0.595488188,1
2.3249129375,0.113543429225,2.0891063275,1
2.9800506675,0.0953298771,1.1033868935,1
3.2593264175,0.5532093645,1.595427555,1
2.0344386925,0.150631721175,1.98336864,1
3.799476025,0.17504109175,1.6616851425,1
2.7414305025,0.050102564825,1.0786827125,1
1.27955541,0.27206362375,1.0596556775,1
1.332784735,0.090427264425,1.3564906365,1
1.18598263425,0.94892568625,1.08953586875,1
2.9049140975,0.138790586125,1.6490186275,1
2.1185539375,0.154200905625,1.7241338125,1
1.87560508,0.30581528325,0.93360962275,1
2.6422148825,0.370964258,1.04647763325,1
3.188101175,0.0667354796,1.336323094,1
3.5246991525,0.1214812326,2.0251540425,1
3.826705735,0.189970337825,1.5872695775,1
1.085639498,0.18788117125,1.246905094,1
5.4381529175,0.196227079125,0.97029374575,1
2.750946065,0.2995729524,1.028407305,1
2.61205676,0.113324793225,0.825308774,1
4.087609705,0.103374721475,1.36329593275,1
3.183021515,0.127529038775,1.37679616225,1
3.887854685,0.2088165809,1.95967302,1
1.69806855,0.3972270365,2.084319945,1
2.1701351625,0.37335455075,0.84390302525,1
1.3684315625,0.43740078475,1.6006395545,1
4.16678617,0.371348521525,0.96433460625,1
1.7756745775,0.6026702075,1.31406186475,1
2.57161189,0.212360154975,1.29654043625,1
3.5350060375,0.097976683225,1.14079296975,1
0.89376710975,0.45778668025,1.76649066325,1
3.1500138825,0.4128449375,1.374024268,1
1.5307295,0.55109800225,1.164795493,1
3.21163042,0.189410087125,1.25440176775,1
2.955339665,0.22814455715,0.6481545875,1
1.204491405,0.323609884,0.4824002252625,1
2.23954996,0.32263639525,0.7141775655,1
1.2778742475,0.23871403625,0.78445087525,1
3.9915867675,0.546145786,1.50997197,1
3.283413685,0.324540587075,1.130374777,1
4.85277295,0.15541219655,0.79852162225,1
3.5628909725,0.5981646775,1.298979208,1
3.9917881225,0.231426831625,1.80912541,1
4.79226593,0.404779457025,1.602795305,1
2.333928435,0.238206453875,1.13742109,1
3.8553585275,0.52825671915,1.27439816125,1
4.3166378775,0.10665636875,1.37671340675,1
3.479229095,0.084147634825,1.6155554525,1
3.03472587,0.1258884171,1.21988669025,1
4.8381396,0.623944927775,1.90048724,0
1.67415391,0.05654803285,1.06908858075,1
3.13748031,0.584548106525,1.90249525,0
5.4806567525,0.711220441925,0.63560557,1
0.98398785625,0.23826896475,1.9490738775,1
4.1820902425,0.107789870475,1.7672162425,1
3.855940335,0.179448453075,1.1409654085,1
3.9544783125,0.2827089893,1.36317659125,1
5.0567192675,0.280567170525,1.40529408375,1
1.2543134225,0.147730988025,1.1597908315,1
3.40488788,0.337496353575,1.8813171675,1
4.1595005725,0.138615913625,1.878086245,1
0.9182405235,0.59687772725,1.331798021,1
3.352270135,0.127603462625,2.14620415,1
1.955795015,0.135529552125,0.81045575025,1
1.1087896785,0.0747496989,1.705973615,1
3.76277481,0.416027390825,1.2712835165,1
2.4142968325,0.270032219,0.9730569265,1
3.5174113875,0.2237253662,1.47029422,1
3.5277489775,0.08909315075,0.4120633475,1
4.308360245,0.661081165175,2.020105275,0
5.057502755,0.32878690635,1.31592329,1
2.1058359775,0.178519962925,0.995383458,1
2.64038679,0.41769117125,0.6103529285,1
3.059114375,0.055632235075,0.71049900175,1
1.3760217725,0.675021264,0.87244510475,1
3.34157634,0.16363163105,2.0866725225,1
1.757910775,0.0748993517,1.515848455,1
3.91683418,0.338946816575,1.5898018125,1
7.4442571775,0.2413870497,2.4593858225,1
2.40090019,0.90892900175,2.5061685575,1
2.6623933775,0.156723762825,1.31152940325,1
4.3619454275,0.63335800175,0.74198643925,1
4.7552873325,0.07633095465,1.0130280635,1
1.2019407025,0.163695314,0.91403848275,1
2.8168711625,0.19328799375,1.44429128675,1
1.70987695,0.06013491625,0.9803325395,1
4.1111844725,0.260918409425,0.679588148,1
0.8330663025,0.036908642725,1.35211061825,1
3.9916741225,0.070255621275,1.5399885,1
2.26214726,0.04534663485,1.25601146975,1
1.444780965,0.61827304225,1.759533435,1
0.7928788,0.36865435275,1.9592692695,1
1.6644842,0.384643998,0.74117324525,1
4.4969092875,0.3695296181,0.66876078425,1
1.5419261775,0.22844174025,0.909587641,1
2.5030409625,0.055570695725,0.80511786375,1
4.862234585,0.42024648205,1.31242227375,1
2.31166014,0.05963872285,1.595361715,1
0.86133986975,0.530534872,0.673982837675,1
3.9148526,0.12517013905,1.01049626075,1
2.7065817725,0.2026816034,0.7318195195,1
1.914256515,0.3342016375,1.412391425,1
5.88401182,0.159491668825,1.6127991125,1
2.6058752225,0.4345102795,1.8363724225,1
1.2074448825,0.585288175,1.30734972525,1
3.889771335,0.049585867425,2.068801155,1
0.9956563695,0.0869153468,1.55273224625,1
5.6931854525,0.118426154725,1.6917655875,1
3.72549563,0.3133526971,1.35856814175,1
4.3951835075,0.141798730975,2.02590962,1
6.70544294,0.255507797875,1.95180502,1
1.96839488,0.059535578675,1.106284031,1
3.2971851775,0.0847387936,0.77072386175,1
4.853850625,0.291868246825,1.939624395,1
0.9834724455,0.4248258885,1.64361470075,1
6.43279763,0.3129615967,1.9191301575,1
1.69821907,0.44155931525,0.3707988143325,1
3.7249981,0.191242289375,1.7820053875,1
3.4089761525,0.186723704425,0.8495143105,1
0.89048971325,0.07341213495,0.95429428025,1
2.84823301,0.25589572975,0.66724488275,1
2.3016799375,0.02828046615,1.6759509425,1
4.4336205925,0.1382667363,1.5212289525,1
1.030069668,0.110368402575,1.1558872785,1
3.6330578275,0.053427004425,0.691485741,1
4.4368413825,0.134735257,0.95448698675,1
3.38270503,0.25606189415,1.630081845,1
1.6170033725,1.1524529475,1.217005132,1
2.7402583325,0.087775583225,0.57287103775,1
4.371740925,0.15252639925,0.9641896655,1
2.981054255,0.3022419214,0.84679609125,1
1.380263985,0.20258343475,1.55750135325,1
1.3239906125,0.178448894,1.170368977,1
4.3649397025,0.08913838365,1.902515625,1
4.0699934625,0.240521500975,0.4828168575,1
2.190022175,0.34307079,0.75117337025,1
1.77864545,0.314142141,0.76815133725,1
1.14663394775,0.2344443775,1.11765286125,1
1.6597212725,0.70622717625,1.2289014495,1
5.280225415,0.459131967475,2.13380971,1
1.4751041675,0.0246437668,1.878849145,1
1.10742430775,0.18791262475,1.53610233625,1
4.5925390425,1.313786225,0.87145676925,1
0.881077959,0.133112672,1.0634469165,1
3.4973573575,0.49764370115,1.3890344415,1
1.3654961175,0.71448383625,1.494827359,1
1.8046494375,0.24993501725,1.63794168,1
2.9518741475,0.21834938365,0.7723757395,1
3.521146865,0.0428088976,1.82584578,1
3.1574162975,0.338567548725,0.855948867,1
1.966014185,0.11384035085,1.748826875,1
2.8209829075,0.03657679545,0.64637733625,1
1.79335542,0.126436239075,1.22286389275,1
3.0704909975,0.200157509775,0.908683358,1
1.332571195,0.4010454715,1.57961397875,1
3.6134491925,0.3384078408,1.639833475,1
2.1577402175,0.3963296395,1.5856152225,1
3.861019075,0.097047795225,0.51382749875,1
1.18838202425,0.227299933,2.5218268275,1
2.62932634,0.094694410825,0.68038774875,1
4.2744697025,0.404589145275,0.5633602125,1
2.47464392,1.158779915,1.904145715,1
4.0305298775,0.5176073665,0.646079941,1
1.881016375,0.20795776275,1.2217777465,1
4.63379189,0.58250576325,0.86874593125,1
4.80359047,0.5843159057,1.75995558,1
1.73553969,0.248541526475,1.2828966705,1
3.548364405,0.1948335723,1.339624626,1
2.3857418275,0.1007899796,1.45843241875,1
4.186853105,0.94946337225,1.9647588425,1
1.7719250475,0.1776435362,0.792760735,1
5.998380225,0.26566701055,1.741635965,1
4.6130513725,0.095732452175,0.7916991595,1
3.36396219,0.066723905275,1.51227609,1
4.4803037,0.201544316,1.653429035,1
0.81220718575,1.2252817225,1.24645123575,1
1.8396205325,0.2890855905,0.75073732475,1
3.4046255175,0.20341511795,1.381318363,1
4.74140137,0.147017795575,1.80139008,1
2.43996738,0.035951902175,0.68295531875,1
2.31370914,0.54504330725,1.24492261575,1
2.133000845,0.81249721575,1.1060784495,1
4.2315041375,1.0755094885,1.3393520665,1
7.49380215,0.1435440766,2.371915595,1
3.3603435975,0.284349256725,0.96791952625,1
1.5366923275,0.73886222725,0.9425354675,1
4.1575229075,0.4239397405,1.04178683775,1
2.9984343675,0.408960266,1.399054925,1
1.0126191175,0.569547822,0.692561170875,1
1.48314444,0.295748829,1.05259377825,1
2.194172155,0.087279606575,0.809979559,1
